pair,target,confounder,method,rho,shot,metric,n_seeds,mean,std,ci95_low,ci95_high
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,d1_auroc,5,0.5555799901485443,0.05699076521954507,0.5056253819012559,0.6055345983958327
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.9,10,worst_nuisance_auroc,5,0.5387399971485138,0.043123179931987186,0.5009408633488336,0.5765391309481941
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,auroc,5,0.6176524996757508,0.016323488593032114,0.6033443310671576,0.6319606682843439
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,auprc,5,0.5956737160682678,0.014692428456658649,0.5827952347050805,0.608552197431455
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,f1,5,0.6704481482505799,0.007821837483763827,0.6635920054041003,0.6773042910970594
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,brier,5,0.2416096568107605,0.002504292462091185,0.23941454768389622,0.24380476593762476
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,ece,5,0.04804202802479267,0.019649683510084337,0.03081832102334981,0.06526573502623553
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,sms_raw_logit,5,0.03166579082608223,0.003900082976871435,0.028247217369645916,0.03508436428251854
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,sms_fixed_reference,5,0.7794284701347352,0.08419941744620574,0.7056244266731009,0.8532325135963694
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,ranking_disagreement,5,0.4711979925632477,0.015394815974255417,0.45770384139559006,0.4846921437309053
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,support_swap_flip_rate,5,0.22900000363588333,0.11748138273142042,0.12602303134765797,0.3319769759241087
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,d0_auroc,5,0.6309099912643432,0.01030294373790827,0.6218790628983463,0.6399409196303402
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,d1_auroc,5,0.6068600058555603,0.032423652094403656,0.5784394217120994,0.6352805899990213
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,1,worst_nuisance_auroc,5,0.6019799947738648,0.02396906617680503,0.5809701819330821,0.6229898076146474
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,auroc,5,0.6385650038719177,0.019600770603416563,0.6213841709235151,0.6557458368203204
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,auprc,5,0.616627287864685,0.02535932910315851,0.5943988558392121,0.6388557198901579
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,f1,5,0.6772050976753234,0.005085197750965601,0.6727477253180497,0.6816624700325972
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,brier,5,0.23700136840343475,0.0025026379954263293,0.2348077094805427,0.2391950273263268
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,ece,5,0.05393315777182579,0.010236229125595277,0.04496070734185284,0.06290560820179875
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,sms_raw_logit,5,0.017775201797485353,0.00236750489109904,0.015699992263049564,0.01985041133192114
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,sms_fixed_reference,5,0.7708629488945007,0.10028890075052223,0.6829558515034769,0.8587700462855244
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,ranking_disagreement,5,0.449715393781662,0.015392326714076627,0.43622342454675395,0.46320736301657
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,support_swap_flip_rate,5,0.2665000021457672,0.0669094551290659,0.2078512788633904,0.325148725428144
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,d0_auroc,5,0.6713799953460693,0.03231598108202046,0.6430537890061433,0.6997062016859953
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,d1_auroc,5,0.6083800196647644,0.029964095222602113,0.5821153321743745,0.6346447071551543
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,3,worst_nuisance_auroc,5,0.6083800196647644,0.029964095222602113,0.5821153321743745,0.6346447071551543
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,auroc,5,0.6742599964141845,0.009143548013439199,0.66624532320806,0.6822746696203091
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,auprc,5,0.6406912684440613,0.019533922616952408,0.6235690303392807,0.657813506548842
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,f1,5,0.6912457942962646,0.006082137541851143,0.6859145656833683,0.696577022909161
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,brier,5,0.22885066270828247,0.0010354452327300883,0.22794305494475633,0.2297582704718086
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,ece,5,0.06489562168717385,0.018473235750052656,0.048703116613787,0.0810881267605607
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,sms_raw_logit,5,0.013352083042263985,0.0015956480058117119,0.011953435897874454,0.014750730186653516
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,sms_fixed_reference,5,0.7343375563621521,0.07980023557204205,0.6643895658291957,0.8042855468951086
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,ranking_disagreement,5,0.40868266224861144,0.016421441130858496,0.3942886344550241,0.4230766900421988
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,support_swap_flip_rate,5,0.2719999969005585,0.03663161045281839,0.23989097463022332,0.3041090191708936
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,d0_auroc,5,0.715120005607605,0.0414693470865855,0.6787705202128949,0.7514694910023152
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,d1_auroc,5,0.6351199984550476,0.029868495829264236,0.6089391075275653,0.66130088938253
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,5,worst_nuisance_auroc,5,0.6292000055313111,0.020407246740172347,0.6113122650810137,0.6470877459816085
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,auroc,5,0.7023400068283081,0.016067653795284388,0.6882560873072343,0.7164239263493819
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,auprc,5,0.6615902066230774,0.02574095729133355,0.6390272627418159,0.684153150504339
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,f1,5,0.709580373764038,0.009653900731458548,0.7011183566768762,0.7180423908511999
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,brier,5,0.2249393343925476,0.0026316896172773243,0.2226325567356219,0.2272461120494733
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,ece,5,0.08928804248571395,0.010210565908966072,0.08033808685692745,0.09823799811450046
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,sms_raw_logit,5,0.010320166684687137,0.0009631679048043293,0.009475912792402836,0.011164420576971439
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,sms_fixed_reference,5,0.7058007717132568,0.06540110169701738,0.648474178507677,0.7631273649188367
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,ranking_disagreement,5,0.37796240448951723,0.01437538013859036,0.3653618282301402,0.3905629807488943
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,support_swap_flip_rate,5,0.2764999955892563,0.033800891091324975,0.24687220823859057,0.30612778293992204
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,d0_auroc,5,0.7522799968719482,0.04454993912308985,0.7132302535010474,0.7913297402428491
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,d1_auroc,5,0.649779999256134,0.03199002762823324,0.6217395037156344,0.6778204947966338
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.9,10,worst_nuisance_auroc,5,0.649779999256134,0.03199002762823324,0.6217395037156344,0.6778204947966338
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,auroc,5,0.5206199884414673,0.019050455356944086,0.5039215280747301,0.5373184488082045
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,auprc,5,0.5175260066986084,0.022813358309265123,0.4975292164685744,0.5375227969286424
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,f1,5,0.6666666865348816,0.0,0.6666666865348816,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,brier,5,0.24967639446258544,0.000504113951457377,0.24923451910155048,0.2501182698236204
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,ece,5,0.006859422009438276,0.006732537570789274,0.0009580926350506776,0.012760751383825875
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,sms_raw_logit,5,0.025902727246284486,0.0015632763722737747,0.024532455089763303,0.02727299940280567
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,sms_fixed_reference,5,0.6777404069900512,0.06594477994840758,0.6199372587854967,0.7355435551946058
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,ranking_disagreement,5,0.5123082637786865,0.009960840671702475,0.5035772019715378,0.5210393255858353
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,support_swap_flip_rate,5,0.0,0.0,0.0,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,d0_auroc,5,0.5253199934959412,0.03680124787371506,0.49306227747018216,0.5575777095217002
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,d1_auroc,5,0.5160399854183197,0.026626543575451588,0.4927007909336163,0.5393791799030232
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,1,worst_nuisance_auroc,5,0.49923998713493345,0.026272753893810695,0.4762109029791617,0.5222690712907052
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,auroc,5,0.5321974873542785,0.02182467294785277,0.5130673180534235,0.5513276566551335
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,auprc,5,0.5323872089385986,0.02592323488770527,0.5096644916996022,0.555109926177595
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,f1,5,0.667792809009552,0.002518086404353322,0.6655856089591979,0.670000009059906
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,brier,5,0.2495252639055252,0.0010199965508124584,0.24863119750874788,0.25041933030230257
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,ece,5,0.013798503018915654,0.00552427487472312,0.00895626259357584,0.018640743444255467
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,sms_raw_logit,5,0.014143572002649308,0.0016643759965363847,0.012684682118246578,0.015602461887052037
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,sms_fixed_reference,5,0.6727080702781677,0.058746784394068226,0.6212142433592208,0.7242018971971146
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,ranking_disagreement,5,0.48775439262390136,0.024772214775718112,0.46604058899674305,0.5094681962510597
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,support_swap_flip_rate,5,0.03949999958276749,0.05613599472144385,-0.009705369288465895,0.08870536845400087
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,d0_auroc,5,0.5499799966812133,0.024107492706994707,0.5288488476369244,0.5711111457255023
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,d1_auroc,5,0.5133300065994263,0.03393219115189422,0.4835871296712946,0.543072883527558
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,3,worst_nuisance_auroc,5,0.5132000088691712,0.033837026105031295,0.48354054778247546,0.5428594699558669
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,auroc,5,0.5432775020599365,0.03191681020880933,0.5153011844172086,0.5712538197026644
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,auprc,5,0.5329011678695679,0.028040348727407433,0.508322718529593,0.5574796172095428
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,f1,5,0.666442596912384,0.0005010796289568072,0.6660033812522889,0.6668818125724792
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,brier,5,0.24874610006809234,0.0018550628692442085,0.2471200657702513,0.25037213436593336
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,ece,5,0.01912297457456589,0.010263084089029728,0.010126984731274035,0.028118964417857745
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,sms_raw_logit,5,0.010992269217967986,0.001348321002800424,0.009810413750209033,0.01217412468572694
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,sms_fixed_reference,5,0.686837089061737,0.06441450120695785,0.6303752893150211,0.743298888808453
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,ranking_disagreement,5,0.4914661645889282,0.018453105895364166,0.47529130411113796,0.5076410250667185
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,support_swap_flip_rate,5,0.01900000050663948,0.026960620057092332,-0.004632024925335983,0.04263202593861494
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,d0_auroc,5,0.549750006198883,0.027168133339600685,0.5259360873549859,0.5735639250427802
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,d1_auroc,5,0.5370800018310546,0.0386403638800591,0.5032102295490879,0.5709497741130214
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,5,worst_nuisance_auroc,5,0.534060001373291,0.034437531275063535,0.5038741742972307,0.5642458284493513
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,auroc,5,0.5603600144386292,0.030400696937178246,0.5337126286719883,0.58700740020527
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,auprc,5,0.550290322303772,0.03504923962977471,0.5195683092140044,0.5810123353935395
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,f1,5,0.6655507326126099,0.0019309444852131912,0.6638581851457616,0.6672432800794582
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,brier,5,0.2471934288740158,0.0024633574689747885,0.2450342008506401,0.2493526568973915
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,ece,5,0.03215670101344585,0.014344298766564146,0.019583368777857157,0.044730033249034545
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,sms_raw_logit,5,0.008174529951065778,0.0006530058482495228,0.007602145088240567,0.008746914813890989
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,sms_fixed_reference,5,0.681678307056427,0.04898829503226855,0.6387381732011916,0.7246184409116623
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,ranking_disagreement,5,0.481113988161087,0.004199154017647591,0.4774332673791581,0.48479470894301596
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,support_swap_flip_rate,5,0.04499999918043614,0.05199158455006835,-0.0005726340058210821,0.09057263236669336
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,d0_auroc,5,0.567140007019043,0.02323710945754011,0.5467717825307591,0.5875082315073269
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,d1_auroc,5,0.5545200049877167,0.053990574965074443,0.5071951794473644,0.601844830528069
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.8,10,worst_nuisance_auroc,5,0.5421000063419342,0.04496259872313525,0.5026885508834638,0.5815114618004047
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,auroc,5,0.6242150068283081,0.01258824107385135,0.6131809270270597,0.6352490866295565
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,auprc,5,0.6042447924613953,0.013252648689329214,0.5926283337077,0.6158612512150906
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,f1,5,0.671082055568695,0.007263286819729636,0.6647155039656495,0.6774486071717406
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,brier,5,0.2406538188457489,0.0020786006253012083,0.23883184506562005,0.24247579262587776
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,ece,5,0.06316008940339088,0.015367249515017112,0.04969010130262154,0.07663007750416022
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,sms_raw_logit,5,0.02597448006272316,0.0022540140018793365,0.023998749678791256,0.027950210446655067
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,sms_fixed_reference,5,0.6418052554130554,0.0712596386164799,0.5793434281816363,0.7042670826444746
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,ranking_disagreement,5,0.46921303272247317,0.012597511788077612,0.45817082678191856,0.4802552386630278
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,support_swap_flip_rate,5,0.22650000005960463,0.13408952274106867,0.10896535119514751,0.34403464892406177
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,d0_auroc,5,0.6429399967193603,0.008259117835306943,0.6357005607451008,0.6501794326936198
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,d1_auroc,5,0.6073400139808655,0.02816882735398484,0.582648948159359,0.6320310798023719
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,1,worst_nuisance_auroc,5,0.6063000082969665,0.026812579509824734,0.5827977461260208,0.6298022704679123
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,auroc,5,0.6468950033187866,0.01571378245592999,0.6331212657027862,0.660668740934787
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,auprc,5,0.6258743524551391,0.023535575112422765,0.6052445112854947,0.6465041936247835
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,f1,5,0.6749040961265564,0.011099982622924458,0.6651745323745376,0.6846336598785753
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,brier,5,0.23531248271465302,0.0024226152487467015,0.23318896682187915,0.2374359986074269
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,ece,5,0.06391856670379639,0.00864021347040323,0.056345085677103446,0.07149204773048934
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,sms_raw_logit,5,0.014440367370843888,0.0007615573615316637,0.013772832911417015,0.01510790183027076
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,sms_fixed_reference,5,0.6267568588256835,0.04120420582938284,0.5906397799898735,0.6628739376614936
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,ranking_disagreement,5,0.44757729172706606,0.012732388255125904,0.4364168613505485,0.4587377221035836
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,support_swap_flip_rate,5,0.2659999966621399,0.056446874732867865,0.21652212944625765,0.3154778638780222
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,d0_auroc,5,0.6807600021362304,0.03107253321745204,0.653523725905352,0.7079962783671089
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,d1_auroc,5,0.6157599925994873,0.025594581368182937,0.5933253528718839,0.6381946323270907
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,3,worst_nuisance_auroc,5,0.6157599925994873,0.025594581368182937,0.5933253528718839,0.6381946323270907
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,auroc,5,0.6827900052070618,0.011802395457458596,0.6724447494592987,0.6931352609548249
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,auprc,5,0.648865795135498,0.0189752737341715,0.6322332343666787,0.6654983559043174
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,f1,5,0.6937389612197876,0.015608502847918395,0.6800575052489694,0.7074204171906059
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,brier,5,0.2282211035490036,0.0025285349095765294,0.2260047449800162,0.23043746211799102
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,ece,5,0.06207473427057266,0.01046029346493595,0.05290588278771277,0.07124358575343255
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,sms_raw_logit,5,0.010837174020707607,0.0005879332088620738,0.010321827841179496,0.011352520200235718
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,sms_fixed_reference,5,0.5968749284744262,0.03957207992619971,0.5621884710698196,0.6315613858790329
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,ranking_disagreement,5,0.4047087490558624,0.016599070128843367,0.39015902258068147,0.41925847553104334
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,support_swap_flip_rate,5,0.2729999989271164,0.03718197838077414,0.2404085578977597,0.3055914399564731
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,d0_auroc,5,0.7241400003433227,0.04074031905869335,0.6884295361899374,0.759850464496708
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,d1_auroc,5,0.6436199903488159,0.034965230102017186,0.6129716148568592,0.6742683658407725
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,5,worst_nuisance_auroc,5,0.6373599886894226,0.023854204808100833,0.6164508562773772,0.658269121101468
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,auroc,5,0.7097100019454956,0.021059238761909488,0.6912507652904926,0.7281692386004986
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,auprc,5,0.6734101295471191,0.030456038035251716,0.6467142351692394,0.7001060239249988
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,f1,5,0.7097665190696716,0.015583336463382908,0.6961071224075085,0.7234259157318347
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,brier,5,0.22569217383861542,0.003927501521950969,0.22224956696776746,0.2291347807094634
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,ece,5,0.09126503765583038,0.007223250450455063,0.08493357947774677,0.097596495833914
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,sms_raw_logit,5,0.00832743477076292,0.0005240105936634363,0.007868119233885227,0.008786750307640614
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,sms_fixed_reference,5,0.5702095746994018,0.04840291556729901,0.5277825485684777,0.6126366008303259
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,ranking_disagreement,5,0.3707261323928833,0.008693022897657004,0.363106361862267,0.3783459029234996
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,support_swap_flip_rate,5,0.22450000047683716,0.051913396124944396,0.17899590246696323,0.2700040984867111
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,d0_auroc,5,0.7583999991416931,0.04750361677284221,0.7167612431594728,0.8000387551239134
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,d1_auroc,5,0.659060001373291,0.03304124573799251,0.6300980725329719,0.6880219302136101
Edema__Cardiomegaly,Edema,Cardiomegaly,adapter_only,0.8,10,worst_nuisance_auroc,5,0.659060001373291,0.03304124573799251,0.6300980725329719,0.6880219302136101
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,auroc,5,0.5214499950408935,0.020619065114202893,0.5033765875995755,0.5395234024822115
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,auprc,5,0.5215140581130981,0.027628010315058495,0.497297039327264,0.5457310768989323
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,f1,5,0.6666666865348816,0.0,0.6666666865348816,0.6666666865348816
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,brier,5,0.24943418502807618,0.0008754268012764509,0.24866683960398028,0.2502015304521721
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,ece,5,0.016167915612459182,0.013709021015740173,0.004151428877161233,0.028184402347757133
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,sms_raw_logit,5,0.013535951264202595,0.0016966639575629503,0.012048759734121442,0.015023142794283748
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,sms_fixed_reference,5,0.3535871088504791,0.04695064812826155,0.3124330512559124,0.3947411664450458
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,ranking_disagreement,5,0.5027142882347106,0.014635202587499625,0.4898859675574597,0.5155426089119616
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,support_swap_flip_rate,5,0.0,0.0,0.0,0.0
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,d0_auroc,5,0.5233800113201141,0.04559536234232509,0.48341391409489437,0.563346108545334
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,d1_auroc,5,0.5189999997615814,0.019634019962684334,0.5017900224647865,0.5362099770583763
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,1,worst_nuisance_auroc,5,0.5016200065612793,0.03483750619854795,0.47108358600688205,0.5321564271156765
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,auroc,5,0.539442491531372,0.019638901606345047,0.5222282352852469,0.5566567477774972
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,auprc,5,0.5405007600784302,0.021981622310717302,0.5212330185953742,0.5597685015614862
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,f1,5,0.6668892741203308,0.0004977209720119962,0.6664530024528503,0.6673255457878113
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,brier,5,0.24930233657360076,0.0014454611138673779,0.24803533404430028,0.25056933910290125
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,ece,5,0.03618316426873207,0.024487442556618225,0.014718974497257988,0.05764735404020615
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,sms_raw_logit,5,0.007593612186610699,0.0014821266693983584,0.006294470880866985,0.008892753492354412
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,sms_fixed_reference,5,0.36168195605278014,0.06631389940545253,0.3035552603786996,0.41980865172686066
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,ranking_disagreement,5,0.49032687544822695,0.033093469773155755,0.4613191702227755,0.5193345806736784
Pneumothorax__Support Devices,Pneumothorax,Support Devices,adapter_only,0.5,3,support_swap_flip_rate,5,0.003500000014901161,0.007826237954569272,-0.0033600000143051132,0.010360000044107436
